path,label,split
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_03289.jpg,3,train
garbage-classification/garbage_classification/metal/metal52.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00627.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02663.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02913.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04259.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_01425.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02940.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00701.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes4738.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes2043.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4881.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_00959.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01907.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02271.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02839.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02319.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01838.jpg,4,train
garbage-classification/garbage_classification/biological/biological241.jpg,7,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02608.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02594.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes4209.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_00992.jpg,4,train
garbage-classification/garbage_classification/clothes/clothes3984.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_01677.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes3286.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01027.jpg,4,train
garbage-classification/garbage_classification/clothes/clothes1382.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4430.jpg,8,train
garbage-classification/garbage_classification/battery/battery13.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00550.jpg,1,train
garbage-classification/garbage_classification/paper/paper602.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_03246.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02147.jpg,2,train
garbage-classification/garbage_classification/clothes/clothes1573.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4919.jpg,8,train
garbage-classification/garbage_classification/white-glass/white-glass236.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02605.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_00463.jpg,0,train
garbage-classification/garbage_classification/metal/metal499.jpg,4,train
garbage-classification/garbage_classification/clothes/clothes2775.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02536.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02411.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes2715.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02896.jpg,0,train
garbage-classification/garbage_classification/green-glass/green-glass214.jpg,0,train
garbage-classification/garbage_classification/biological/biological381.jpg,7,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02280.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00746.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_00290.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_03166.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_01361.jpg,2,train
garbage-classification/garbage_classification/paper/paper339.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes3831.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes998.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00387.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00700.jpg,1,train
garbage-classification/garbage_classification/battery/battery104.jpg,6,train
garbage-classification/garbage_classification/clothes/clothes996.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02242.jpg,0,train
garbage-classification/garbage_classification/biological/biological423.jpg,7,train
garbage-classification/garbage_classification/battery/battery159.jpg,6,train
garbage-classification/garbage_classification/biological/biological790.jpg,7,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01947.jpg,0,train
garbage-classification/garbage_classification/plastic/plastic368.jpg,3,train
garbage-classification/garbage_classification/plastic/plastic496.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes2864.jpg,8,train
garbage-classification/garbage_classification/battery/battery923.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_00245.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_02358.jpg,4,train
garbage-classification/garbage_classification/biological/biological280.jpg,7,train
garbage-classification/garbage_classification/biological/biological693.jpg,7,train
garbage-classification/garbage_classification/clothes/clothes2170.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_05532.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes798.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1483.jpg,8,train
garbage-classification/garbage_classification/biological/biological435.jpg,7,train
garbage-classification/garbage_classification/battery/battery740.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01919.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00786.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes863.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02407.jpg,0,train
garbage-classification/garbage_classification/biological/biological77.jpg,7,train
garbage-classification/garbage_classification/biological/biological407.jpg,7,train
garbage-classification/garbage_classification/shoes/shoes1636.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02037.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes2686.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4523.jpg,8,train
garbage-classification/garbage_classification/paper/paper45.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes536.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes166.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4283.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes765.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes987.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes751.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_00304.jpg,0,train
garbage-classification/garbage_classification/shoes/shoes530.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_02329.jpg,4,train
garbage-classification/garbage_classification/biological/biological353.jpg,7,train
garbage-classification/garbage_classification/battery/battery850.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02956.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes641.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes638.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_03896.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_00474.jpg,2,train
garbage-classification/garbage_classification/clothes/clothes2136.jpg,8,train
garbage-classification/garbage_classification/biological/biological388.jpg,7,train
garbage-classification/garbage_classification/paper/paper516.jpg,1,train
garbage-classification/garbage_classification/white-glass/white-glass50.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00251.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04743.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes4067.jpg,8,train
garbage-classification/garbage_classification/plastic/plastic730.jpg,3,train
garbage-classification/garbage_classification/shoes/shoes1174.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02930.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes4494.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00786.jpg,1,train
garbage-classification/garbage_classification/plastic/plastic620.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04845.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes4526.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02065.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01726.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_02484.jpg,4,train
garbage-classification/garbage_classification/clothes/clothes4592.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02328.jpg,0,train
garbage-classification/garbage_classification/biological/biological676.jpg,7,train
garbage-classification/garbage_classification/shoes/shoes822.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01039.jpg,4,train
garbage-classification/garbage_classification/paper/paper1013.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00466.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_03408.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes1252.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4134.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4601.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_01126.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00965.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02938.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00226.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes3235.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02479.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes4124.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02108.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00948.jpg,3,train
garbage-classification/garbage_classification/cardboard/cardboard711.jpg,2,train
garbage-classification/garbage_classification/plastic/plastic704.jpg,3,train
garbage-classification/garbage_classification/biological/biological229.jpg,7,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00750.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_03033.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes5278.jpg,8,train
garbage-classification/garbage_classification/brown-glass/brown-glass290.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_01023.jpg,2,train
garbage-classification/garbage_classification/shoes/shoes1313.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1643.jpg,8,train
garbage-classification/garbage_classification/battery/battery532.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04345.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes2262.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1858.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01736.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_03063.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes1698.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01381.jpg,4,train
garbage-classification/garbage_classification/clothes/clothes2656.jpg,8,train
garbage-classification/garbage_classification/cardboard/cardboard634.jpg,2,train
garbage-classification/garbage_classification/shoes/shoes86.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1481.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_01622.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02862.jpg,0,train
garbage-classification/garbage_classification/battery/battery66.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04915.jpg,0,train
garbage-classification/garbage_classification/metal/metal720.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_00142.jpg,4,train
garbage-classification/garbage_classification/clothes/clothes4822.jpg,8,train
garbage-classification/garbage_classification/battery/battery357.jpg,6,train
garbage-classification/garbage_classification/metal/metal451.jpg,4,train
garbage-classification/garbage_classification/shoes/shoes727.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes1025.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes897.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_01866.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02015.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_01037.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02072.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes2188.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1275.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_00547.jpg,2,train
garbage-classification/garbage_classification/clothes/clothes3931.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1220.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01453.jpg,0,train
garbage-classification/garbage_classification/plastic/plastic462.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_03050.jpg,2,train
garbage-classification/garbage_classification/paper/paper160.jpg,1,train
garbage-classification/garbage_classification/metal/metal69.jpg,4,train
garbage-classification/garbage_classification/cardboard/cardboard93.jpg,2,train
garbage-classification/garbage_classification/clothes/clothes1768.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes851.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_00156.jpg,0,train
garbage-classification/garbage_classification/battery/battery841.jpg,6,train
garbage-classification/garbage_classification/shoes/shoes1014.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02184.jpg,2,train
garbage-classification/garbage_classification/green-glass/green-glass83.jpg,0,train
garbage-classification/garbage_classification/cardboard/cardboard44.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02689.jpg,2,train
garbage-classification/garbage_classification/clothes/clothes5116.jpg,8,train
garbage-classification/garbage_classification/metal/metal35.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_03235.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes794.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4443.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes2635.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02995.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02759.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02558.jpg,1,train
garbage-classification/garbage_classification/shoes/shoes1168.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1270.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_00961.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02268.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01847.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01790.jpg,0,train
garbage-classification/garbage_classification/paper/paper805.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00305.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes2608.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02574.jpg,3,train
garbage-classification/garbage_classification/shoes/shoes493.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes174.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_03503.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01064.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00433.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_01021.jpg,3,train
garbage-classification/garbage_classification/plastic/plastic687.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes4694.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01277.jpg,0,train
garbage-classification/garbage_classification/biological/biological310.jpg,7,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_00982.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_03200.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes1224.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4983.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01599.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes4240.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_01599.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_02596.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_01786.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00330.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes2936.jpg,8,train
garbage-classification/garbage_classification/biological/biological245.jpg,7,train
garbage-classification/garbage_classification/clothes/clothes1533.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes4576.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes57.jpg,8,train
garbage-classification/garbage_classification/green-glass/green-glass628.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes3763.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04804.jpg,0,train
garbage-classification/garbage_classification/white-glass/white-glass420.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_00068.jpg,1,train
garbage-classification/garbage_classification/white-glass/white-glass251.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes2083.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1478.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_03522.jpg,0,train
garbage-classification/garbage_classification/shoes/shoes235.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_01054.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_02334.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_01613.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes5298.jpg,8,train
garbage-classification/garbage_classification/cardboard/cardboard400.jpg,2,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_05093.jpg,0,train
garbage-classification/garbage_classification/shoes/shoes215.jpg,8,train
garbage-classification/garbage_classification/paper/paper712.jpg,1,train
garbage-classification/garbage_classification/paper/paper1033.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_00714.jpg,2,train
garbage-classification/garbage_classification/battery/battery189.jpg,6,train
garbage-classification/garbage_classification/clothes/clothes2927.jpg,8,train
garbage-classification/garbage_classification/paper/paper383.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_00356.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_00313.jpg,2,train
garbage-classification/garbage_classification/clothes/clothes2524.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes265.jpg,8,train
garbage-classification/garbage_classification/paper/paper423.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01421.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_00439.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_03973.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes2723.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02450.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02199.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes3401.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes579.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02101.jpg,1,train
garbage-classification/garbage_classification/clothes/clothes4899.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes1111.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_01392.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_03133.jpg,1,train
garbage-classification/garbage_classification/paper/paper181.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_01837.jpg,2,train
garbage-classification/garbage_classification/plastic/plastic625.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01393.jpg,4,train
garbage-classification/garbage_classification/battery/battery80.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_01583.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes4047.jpg,8,train
garbage-classification/garbage_classification/clothes/clothes2784.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_02172.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_03024.jpg,1,train
garbage-classification/garbage_classification/cardboard/cardboard628.jpg,2,train
garbage-classification/garbage_classification/battery/battery829.jpg,6,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04836.jpg,0,train
garbage-classification/garbage_classification/biological/biological93.jpg,7,train
garbage-classification/garbage_classification/clothes/clothes2465.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01460.jpg,4,train
garbage-classification/garbage_classification/shoes/shoes1776.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02427.jpg,1,train
garbage-classification/garbage_classification/cardboard/cardboard108.jpg,2,train
garbage-classification/garbage_classification/shoes/shoes492.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02913.jpg,1,train
garbage-classification/garbage_classification/biological/biological688.jpg,7,train
garbage-classification/garbage_classification/biological/biological934.jpg,7,train
garbage-classification/garbage_classification/clothes/clothes3207.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_04455.jpg,0,train
garbage-classification/garbage_classification/green-glass/green-glass349.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_00817.jpg,2,train
garbage-classification/garbage_classification/biological/biological54.jpg,7,train
garbage-classification/garbage_classification/metal/metal34.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_03168.jpg,1,train
garbage-classification/garbage_classification/paper/paper91.jpg,1,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02367.jpg,2,train
garbage-classification/garbage_classification/biological/biological489.jpg,7,train
garbage-classification/garbage_classification/clothes/clothes2241.jpg,8,train
garbage-classification/garbage_classification/green-glass/green-glass338.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_02402.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_00849.jpg,0,train
garbage-classification/garbage_classification/white-glass/white-glass619.jpg,0,train
garbage-classification/garbage_classification/cardboard/cardboard251.jpg,2,train
garbage-classification/garbage_classification/plastic/plastic286.jpg,3,train
garbage-classification/garbage_classification/clothes/clothes4489.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01009.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/cardboard/cardboard_02962.jpg,2,train
garbage-classification/garbage_classification/white-glass/white-glass231.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/glass/glass_02674.jpg,0,train
garbage-classification/garbage_classification/clothes/clothes2719.jpg,8,train
garbage-classification/garbage_classification/paper/paper853.jpg,1,train
garbage-classification/garbage_classification/biological/biological122.jpg,7,train
garbage-classification/garbage_classification/battery/battery567.jpg,6,train
garbage-classification/garbage_classification/plastic/plastic5.jpg,3,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_02579.jpg,1,train
garbage-classification/garbage_classification/green-glass/green-glass287.jpg,0,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/metal/metal_01142.jpg,4,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/plastic/plastic_02010.jpg,3,train
garbage-classification/garbage_classification/shoes/shoes222.jpg,8,train
garbage-classification/garbage_classification/shoes/shoes676.jpg,8,train
garbage-classification/garbage_classification/cardboard/cardboard15.jpg,2,train
garbage-classification/garbage_classification/clothes/clothes2544.jpg,8,train
garbage-dataset-classification/Garbage_Dataset_Classification/images/paper/paper_03137.jpg,1,train
